MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2182472	Tpcn1	two pore channel 1	5	NOT	NAADP-sensitive calcium-release channel activity			IDA		J:306709 	
MGI:2182472	Tpcn1	two pore channel 1	5		voltage-gated calcium channel activity			IEA	IPR028801 	J:72247 	
MGI:2182472	Tpcn1	two pore channel 1	5		voltage-gated sodium channel activity			IDA		J:276419 J:306709 	
MGI:2182472	Tpcn1	two pore channel 1	5		voltage-gated sodium channel activity			ISO	Q9ULQ1 	J:164563 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity			ISO	Q8NHX9 	J:164563 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		ligand-gated sodium channel activity			ISO	Q8NHX9 	J:164563 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		NAADP-sensitive calcium-release channel activity			IDA		J:175352 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		NAADP-sensitive calcium-release channel activity			IMP		J:175340 J:225206 	
MGI:2385297	Tpcn2	two pore segment channel 2	7		voltage-gated calcium channel activity			IMP		J:175340 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		calcium channel activity			IDA		J:96171 J:123327 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		calcium channel activity			IMP	MGI:3692770 	J:135206 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		calcium-release channel activity			ISO	O75762 	J:164563 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		ion channel activity			IDA		J:98611 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		ion channel activity			IMP		J:95109 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		osmolarity-sensing cation channel activity			ISO	RGD:1303284 	J:155856 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		temperature-gated cation channel activity			ISO	O75762 	J:164563 	
MGI:3522699	Trpa1	transient receptor potential cation channel, subfamily A, member 1	1		voltage-gated calcium channel activity			ISO	RGD:1303284 	J:155856 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		calcium channel activity			IEA	IPR002153 IPR005457 	J:72247 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		cation channel activity			ISO	P48995 	J:164563 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109528	Trpc1	transient receptor potential cation channel, subfamily C, member 1	9		store-operated calcium channel activity	happens in submandibular gland,happens in acinar cell		IMP	MGI:3764882 	J:127118 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7		calcium channel activity			IEA	IPR002153 IPR005458 	J:72247 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7	NOT	store-operated calcium channel activity			IDA		J:65272 	
MGI:109527	Trpc2	transient receptor potential cation channel, subfamily C, member 2	7		store-operated calcium channel activity			IDA		J:53344 	
MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	3		calcium activated cation channel activity			ISO	RGD:61973 	J:155856 	
MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	3		calcium channel activity			IEA	IPR002153 IPR005459 	J:72247 	
MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	3		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	3		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	3		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109525	Trpc4	transient receptor potential cation channel, subfamily C, member 4	3		calcium channel activity			ISO	RGD:621276 	J:155856 	
MGI:109525	Trpc4	transient receptor potential cation channel, subfamily C, member 4	3		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:109525	Trpc4	transient receptor potential cation channel, subfamily C, member 4	3		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109525	Trpc4	transient receptor potential cation channel, subfamily C, member 4	3		store-operated calcium channel activity	happens in mesangial cell	PR:Q9QUQ5-1	IMP		J:95311 	
MGI:109525	Trpc4	transient receptor potential cation channel, subfamily C, member 4	3		store-operated calcium channel activity			ISO	Q9UBN4 	J:164563 	
MGI:109524	Trpc5	transient receptor potential cation channel, subfamily C, member 5	X		calcium channel activity			ISO	Q9UL62 	J:164563 	
MGI:109524	Trpc5	transient receptor potential cation channel, subfamily C, member 5	X		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:109524	Trpc5	transient receptor potential cation channel, subfamily C, member 5	X		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		calcium channel activity			ISO	RGD:619788 	J:155856 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		cation channel activity			ISO	RGD:619788 	J:155856 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		cation channel activity			ISO	Q9Y210 	J:164563 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		ion channel activity			IDA		J:92550 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:109523	Trpc6	transient receptor potential cation channel, subfamily C, member 6	9		store-operated calcium channel activity			IDA		J:33403 	
MGI:1349470	Trpc7	transient receptor potential cation channel, subfamily C, member 7	13		calcium channel activity		PR:Q9WVC5	IDA		J:57770 	
MGI:1349470	Trpc7	transient receptor potential cation channel, subfamily C, member 7	13		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1349470	Trpc7	transient receptor potential cation channel, subfamily C, member 7	13		store-operated calcium channel activity			IBA	PTN000012230 	J:265628 	
MGI:1330305	Trpm1	transient receptor potential cation channel, subfamily M, member 1	7		calcium channel activity			IBA	PTN002674408 	J:265628 	
MGI:1330305	Trpm1	transient receptor potential cation channel, subfamily M, member 1	7		calcium channel activity			ISO	Q7Z4N2 	J:164563 	
MGI:1330305	Trpm1	transient receptor potential cation channel, subfamily M, member 1	7		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:1330305	Trpm1	transient receptor potential cation channel, subfamily M, member 1	7		cation channel activity			IDA		J:156502 	
MGI:1330305	Trpm1	transient receptor potential cation channel, subfamily M, member 1	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		calcium-release channel activity			ISO	O94759 	J:164563 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		cation channel activity			ISO	O94759 	J:164563 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		ligand-gated calcium channel activity			IBA	PTN002492758 	J:265628 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		ligand-gated calcium channel activity			IMP		J:178425 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		ligand-gated calcium channel activity			ISO	O94759 	J:164563 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:2443101	Trpm3	transient receptor potential cation channel, subfamily M, member 3	19		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:2443101	Trpm3	transient receptor potential cation channel, subfamily M, member 3	19		cation channel activity			ISO	Q9HCF6 	J:100266 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium activated cation channel activity			IBA	PTN002674361 	J:265628 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium activated cation channel activity			IDA		J:166018 J:257315 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium activated cation channel activity			ISO	AF497623 	J:84761 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium activated cation channel activity			ISO	RGD:620244 	J:155856 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium activated cation channel activity			ISO	Q8TD43 	J:164563 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		calcium channel activity			IDA		J:84948 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	7		ligand-gated calcium channel activity			IBA	PTN002492758 	J:265628 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		calcium activated cation channel activity			IBA	PTN002674371 	J:265628 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		calcium activated cation channel activity			IDA		J:86984 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		ligand-gated calcium channel activity			IBA	PTN002492758 	J:265628 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		potassium channel activity			IDA		J:86984 	
MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	7		sodium channel activity			IDA		J:86984 	
MGI:2675603	Trpm6	transient receptor potential cation channel, subfamily M, member 6	19		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:2675603	Trpm6	transient receptor potential cation channel, subfamily M, member 6	19		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:2675603	Trpm6	transient receptor potential cation channel, subfamily M, member 6	19		cation channel activity			IDA		J:87336 	
MGI:2675603	Trpm6	transient receptor potential cation channel, subfamily M, member 6	19		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		calcium channel activity			IBA	PTN002674401 	J:265628 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		calcium channel activity			IDA		J:105078 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		calcium channel activity			ISO	RGD:620053 	J:155856 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		cation channel activity			ISO	RGD:620053 	J:155856 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		calcium channel activity			IDA		J:76188 J:96171 J:117484 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		calcium channel activity			IMP	MGI:3716518 	J:122978 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		cation channel activity			IBA	PTN001013045 	J:265628 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		ion channel activity			IDA		J:92550 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		ion channel activity			ISO	RGD:620762 	J:155856 	
MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	1		ligand-gated calcium channel activity			IBA	PTN002492758 	J:265628 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		calcium channel activity			IBA	PTN000832860 	J:265628 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		calcium channel activity			IMP	MGI:1934023 	J:61534 J:127256 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		calcium-release channel activity			ISO	RGD:628841 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		cation channel activity			ISA	Q9Z182 	J:98288 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		cation channel activity			ISO	RGD:628841 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		excitatory extracellular ligand-gated ion channel activity			ISO	RGD:628841 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		extracellular ligand-gated ion channel activity			ISO	RGD:628841 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		extracellular ligand-gated ion channel activity			ISO	Q8NER1 	J:164563 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		ion channel activity			IBA	PTN000061616 	J:265628 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		ion channel activity		PR:Q704Y3-1	IDA		J:92550 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		ligand-gated ion channel activity			ISO	RGD:628841 	J:155856 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		temperature-gated ion channel activity	happens in dorsal root ganglion		IDA		J:145300 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		temperature-gated ion channel activity	happens in sensory neuron of dorsal root ganglion		IMP		J:191353 	
MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	11		calcium channel activity			IBA	PTN000832860 	J:265628 	
MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	11		calcium channel activity			IDA		J:53008 	
MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	11		cation channel activity			IDA		J:53008 	
MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	11		cation channel activity			ISO	Q9Y5S1 	J:54131 	
MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	11		ion channel activity			IBA	PTN000061616 	J:265628 	
MGI:2181407	Trpv3	transient receptor potential cation channel, subfamily V, member 3	11		calcium channel activity			IBA	PTN000832860 	J:265628 	
MGI:2181407	Trpv3	transient receptor potential cation channel, subfamily V, member 3	11		cation channel activity			IDA		J:76890 	
